Year Published;Min Players;Max Players;Play Time;Min Age;Owned Users;Mechanics;Domains
2016;2;4;120;13;6016;Area Majority / Influence, Area Movement, Dice Rolling, Drafting, End Game Bonuses, Increase Value of Unchosen Resources, Modular Board, Pick-up and Deliver, Push Your Luck, Worker Placement;Strategy Games
1999;3;6;90;14;3723;Area Majority / Influence, Area Movement, Increase Value of Unchosen Resources, Variable Player Powers;Strategy Games
2007;2;4;120;12;5973;Action Points, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Team-Based Game, Time Track;Wargames
2019;1;5;60;14;3855;Card Drafting, Dice Rolling, Hand Management, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Worker Placement with Dice Workers;Strategy Games
2013;2;5;90;13;3359;Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Point to Point Movement, Team-Based Game;Strategy Games
2001;2;2;180;12;3855;Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement;Wargames
2019;1;2;45;14;2778;Area Majority / Influence, Deck Bag and Pool Building, Hand Management, Kill Steal, Race, Solo / Solitaire Game, Take That, Tug of War;Strategy Games, Wargames
2020;2;5;60;10;2485;Card Drafting, Constrained Bidding, Set Collection, Simultaneous Action Selection, Turn Order: Auction, Victory Points as a Resource;Family Games, Strategy Games
2018;1;4;45;8;3100;Dice Rolling, Paper-and-Pencil, Solo / Solitaire Game;Strategy Games
2010;2;4;60;12;3400;Increase Value of Unchosen Resources, Set Collection;Family Games, Strategy Games
2014;1;4;40;14;5332;Dice Rolling, Events, Push Your Luck, Re-rolling and Locking, Turn Order: Stat-Based, Variable Set-up;Family Games, Strategy Games
2018;1;4;90;10;5496;Action Points, Dice Rolling, Drafting, Hexagon Grid, Modular Board, Solo / Solitaire Game, Variable Phase Order, Worker Placement;Family Games, Strategy Games
2001;2;6;60;10;5006;Betting and Bluffing, Roll / Spin and Move;Family Games
2019;1;4;60;9;6725;Deck Bag and Pool Building, Dice Rolling, Set Collection, Solo / Solitaire Game, Storytelling;Thematic Games
2015;2;5;90;12;9773;Cooperative Game, Deck Bag and Pool Building, Hand Management, Player Elimination, Variable Player Powers;Strategy Games
2017;2;6;15;10;5613;Hand Management, Player Elimination;Party Games
2020;1;1;40;12;3475;Dice Rolling, Modular Board, Once-Per-Game Abilities, Re-rolling and Locking, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Square Grid, Sudden Death Ending, Variable Set-up, Worker Placement, Worker Placement with Dice Workers;Strategy Games
2016;4;10;40;8;7096;Communication Limits, Memory, Role Playing, Storytelling, Team-Based Game;Party Games
1995;2;6;45;14;10998;Area Majority / Influence, Auction/Bidding, Constrained Bidding, Hand Management;Strategy Games
2016;2;4;60;12;5356;Action Points, Network and Route Building, Pick-up and Deliver;Family Games, Strategy Games
2015;2;5;30;8;8681;Line Drawing;Family Games
2017;2;4;40;8;4998;Action Points, Dice Rolling, Set Collection;Family Games
2009;2;2;30;14;4403;Grid Movement, Variable Player Powers;Strategy Games
2018;2;4;45;8;4414;Area Majority / Influence, Chaining, Connections, End Game Bonuses, Hexagon Grid, Network and Route Building, Score-and-Reset Game, Set Collection, Variable Set-up;Abstract Games, Family Games
2008;2;4;45;8;3874;Area Majority / Influence, Auction/Bidding;Strategy Games
2018;2;4;45;8;4238;Hand Management, Modular Board, Race, Set Collection;Family Games
2011;2;5;20;7;6205;Betting and Bluffing, Hand Management;Family Games
2003;2;4;20;8;24683;Grid Movement, Hexagon Grid, Map Reduction, Modular Board;Abstract Games, Family Games
2018;2;4;15;8;9834;Card Drafting, Hand Management, Network and Route Building, Set Collection;Family Games
2010;2;2;120;12;5079;Campaign / Battle Card Driven, Dice Rolling, Hand Management, Modular Board, Once-Per-Game Abilities, Variable Player Powers;Thematic Games, Wargames
2008;2;6;360;12;4201;Area Majority / Influence, Area Movement, Dice Rolling, Team-Based Game;Wargames
1999;2;2;45;10;4287;Command Cards, Dice Rolling, Hand Management, Modular Board;Wargames
2013;2;4;45;8;11146;Area Movement, Flicking, Set Collection, Variable Player Powers;Family Games
2005;3;5;45;12;4425;Area Majority / Influence, Card Drafting, End Game Bonuses, Hand Management, Network and Route Building;Strategy Games
2001;3;5;60;8;2903;Induction, Pattern Recognition, Simultaneous Action Selection;Abstract Games
2019;3;5;45;8;3530;Auction/Bidding, Auction: Sealed Bid, End Game Bonuses, Memory, Set Collection;Party Games, Strategy Games
2014;1;4;60;13;5450;Cooperative Game, Deck Bag and Pool Building, Legacy Game, Variable Player Powers;Thematic Games
2016;1;4;360;14;3816;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Movement Points, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
2016;2;4;30;6;13686;Area Movement, Flicking, Take That;Children's Games, Family Games
2012;2;4;45;12;38752;Area Majority / Influence, Deck Construction, Hand Management, Take That, Variable Player Powers, Variable Set-up;Strategy Games
2013;1;4;300;12;3894;Area Majority / Influence, Area Movement, Dice Rolling, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
2018;2;4;100;12;3351;Action Points, Set Collection, Tile Placement, Worker Placement;Strategy Games
2017;1;4;20;8;7490;Bingo, Pattern Building, Simultaneous Action Selection, Tile Placement;Abstract Games, Family Games
2009;2;5;45;10;8181;Catch the Leader, Dice Rolling, Set Collection, Simultaneous Action Selection;Family Games
2017;1;6;120;14;9003;Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers;Thematic Games
2019;1;5;120;14;3001;Dice Rolling, Events, Hand Management, Set Collection, Solo / Solitaire Game, Tile Placement, Turn Order: Stat-Based, Worker Placement;Thematic Games
2014;2;6;90;12;2716;Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Team-Based Game;Strategy Games, Wargames
2008;2;6;60;8;4651;Betting and Bluffing;Family Games
2020;1;4;60;13;2372;Action Points, Deduction, End Game Bonuses, Solo / Solitaire Game, Time Track;Strategy Games
2019;2;6;45;10;4399;Communication Limits, Cooperative Game;Family Games
2018;3;5;90;13;2680;Auction/Bidding, Closed Economy Auction, Commodity Speculation, Loans, Pick-up and Deliver, Set Collection;Strategy Games
2017;2;2;120;17;11943;Communication Limits, Hand Management, Role Playing, Semi-Cooperative Game, Simulation, Simultaneous Action Selection, Storytelling;Thematic Games
2000;2;5;90;12;23348;Cooperative Game, Dice Rolling, Hand Management, Set Collection, Variable Player Powers;Thematic Games
2018;2;5;180;13;4307;Action Points, Area Majority / Influence, Dice Rolling, Follow, Hand Management, Modular Board, Pick-up and Deliver, Point to Point Movement, Variable Player Powers;Strategy Games
2003;3;6;180;12;3037;Area Majority / Influence, Auction/Bidding, Dice Rolling, Variable Player Powers;Strategy Games
2013;2;4;32;13;7366;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting, Modular Board, Set Collection, Variable Player Powers;Family Games, Strategy Games
1986;2;5;360;12;8253;Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Multiple-Lot Auction, Simultaneous Action Selection;Thematic Games, Wargames
2011;2;4;30;14;17126;Card Drafting, Deck Bag and Pool Building, Dice Rolling;Strategy Games
2011;1;6;90;13;4012;Action Points, Cooperative Game, Dice Rolling, Set Collection, Variable Player Powers;Strategy Games, Thematic Games
2017;2;4;180;14;2771;Action Points, Area Movement, Campaign / Battle Card Driven, Card Drafting, Deck Bag and Pool Building, Dice Rolling, Hand Management;Strategy Games, Wargames
2012;2;5;90;10;2880;Area Movement, Campaign / Battle Card Driven, Dice Rolling, Team-Based Game, Variable Player Powers;Strategy Games, Wargames
2014;4;4;15;13;3687;Communication Limits, Cooperative Game, Memory, Storytelling;Party Games, Thematic Games
2005;2;6;240;12;10171;Area Movement, Card Drafting, Dice Rolling, Role Playing, Variable Player Powers;Thematic Games
2016;2;5;30;8;6972;Auction/Bidding, Hand Management, Melding and Splaying;Family Games
2014;2;5;20;10;6403;Card Drafting, Hand Management, Set Collection;Family Games
2014;2;6;30;8;7389;Hand Management, Trick-taking;Family Games
2017;1;4;120;14;2993;Area Majority / Influence, Area Movement, Highest-Lowest Scoring, Set Collection, Variable Player Powers, Worker Placement;Strategy Games
2004;2;6;210;14;980;Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource;Strategy Games
2017;2;4;90;10;2931;Card Drafting, Set Collection, Tile Placement;Strategy Games
1983;1;1;240;12;4618;Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Solo / Solitaire Game, Variable Set-up;Wargames
2003;2;4;60;12;5051;Enclosure, Hand Management, Modular Board;Strategy Games
2019;2;6;20;10;3736;Hand Management, Player Elimination, Score-and-Reset Game;Family Games, Party Games
2011;2;2;360;14;3142;Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation;Wargames
2015;2;7;75;12;4849;Auction/Bidding, Modular Board, Player Elimination, Simultaneous Action Selection, Variable Player Powers;Thematic Games
1995;1;4;120;12;3100;Cooperative Game, Dice Rolling, Modular Board, Role Playing;Thematic Games
2013;6;30;20;8;7152;Acting, Elapsed Real Time Ending, Team-Based Game, Variable Player Powers, Voting;Party Games
2020;2;4;40;9;2665;Area Movement, Hand Management, Line of Sight, Take That, Team-Based Game, Variable Player Powers;Strategy Games
2016;2;4;30;7;8312;Card Drafting, Memory, Pattern Building, Set Collection, Variable Phase Order;Family Games
2018;2;4;60;14;3784;Area Movement, Hand Management, Interrupts, Kill Steal, Secret Unit Deployment, Variable Player Powers;Strategy Games
2013;2;6;90;14;3849;Action Points, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers;Strategy Games, Thematic Games
2014;3;4;90;13;5584;Action Points, Area Majority / Influence, Dice Rolling, Events, Force Commitment, Modular Board, Take That, Trading, Turn Order: Claim Action, Variable Player Powers, Variable Set-up;Thematic Games
2007;2;4;75;10;6561;Hand Management, Worker Placement;Strategy Games
2017;2;2;90;14;5109;Action Points, Hand Management, Secret Unit Deployment, Variable Player Powers;Customizable Games
2019;1;6;60;14;4239;Action Points, Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Variable Player Powers;Strategy Games, Thematic Games
2015;1;1;30;10;5882;Dice Rolling, Solo / Solitaire Game, Worker Placement, Worker Placement with Dice Workers;Thematic Games
2017;1;6;75;10;3877;Cooperative Game, Storytelling;Thematic Games
2019;2;3;60;10;7312;Hand Management, Take That, Variable Player Powers;Family Games
2005;2;4;15;4;11144;Dice Rolling, Stacking and Balancing;Children's Games
2008;2;2;60;12;3114;Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Square Grid, Variable Player Powers;Wargames
1997;3;4;90;12;5355;Bias, Dice Rolling, Grid Movement, Variable Player Powers;Strategy Games
2015;2;4;90;12;2671;Card Drafting, Tile Placement, Variable Player Powers, Worker Placement;Strategy Games
2018;2;5;90;8;3956;Auction/Bidding, Auction: Turn Order Until Pass, Commodity Speculation, Market, Set Collection;Family Games
2018;1;5;90;10;5267;Cooperative Game, Deck Bag and Pool Building, Delayed Purchase, Push Your Luck;Family Games, Strategy Games
2013;2;4;60;10;8483;Card Drafting, Dice Rolling, Memory, Modular Board;Family Games
2017;2;4;90;10;5490;Deck Bag and Pool Building, Hand Management;Strategy Games
2009;2;5;60;12;6804;Auction/Bidding, Commodity Speculation;Strategy Games
2017;2;5;30;12;5166;Card Drafting, Card Play Conflict Resolution, Drafting, End Game Bonuses, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Tech Trees / Tech Tracks;Strategy Games
2017;2;5;120;10;3456;Dice Rolling, Worker Placement, Worker Placement with Dice Workers;Strategy Games
2011;2;5;90;12;2315;Auction/Bidding, Grid Movement, Market, Modular Board, Tile Placement, Variable Phase Order, Worker Placement;Strategy Games
2017;2;5;75;13;4611;Action Points, Pick-up and Deliver, Set Collection, Tile Placement;Strategy Games
1992;2;4;10;4;10490;Player Elimination;Children's Games
2015;2;4;45;10;8710;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Variable Player Powers;Thematic Games
1998;2;2;360;12;4149;Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation;Wargames
2005;4;8;60;10;8542;Dice Rolling, Hidden Roles, Player Elimination, Team-Based Game, Variable Player Powers;Party Games
2004;2;8;20;8;32952;Hand Management, Network and Route Building, Player Elimination, Tile Placement;Abstract Games, Family Games
2011;1;8;240;12;6077;Area Movement, Cooperative Game, Dice Rolling, Pick-up and Deliver, Push Your Luck, Roll / Spin and Move, Variable Player Powers;Thematic Games
2008;3;5;45;9;3745;Hand Management, Simultaneous Action Selection;Family Games, Strategy Games
2010;2;3;45;13;5838;Betting and Bluffing, Hand Management, Ladder Climbing, Trick-taking;Strategy Games
2017;1;4;20;8;6191;Push Your Luck, Set Collection, Solo / Solitaire Game;Family Games
2015;2;5;30;13;6673;Card Drafting, Follow, Hand Management, Set Collection, Team-Based Game, Variable Phase Order;Strategy Games
2018;1;2;45;10;6881;Card Drafting, Dice Rolling, Hand Management, Income, Set Collection;Strategy Games
2020;2;2;240;12;3006;Area Majority / Influence, Campaign / Battle Card Driven, Card Drafting, Point to Point Movement, Secret Unit Deployment, Simulation;Strategy Games, Wargames
2013;2;4;20;6;5760;Push Your Luck, Take That;Children's Games, Family Games
2017;2;4;30;8;5737;Card Drafting, Set Collection;Family Games
2014;1;4;90;13;6307;Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Role Playing, Scenario / Mission / Campaign Game, Variable Player Powers;Customizable Games, Thematic Games
2011;2;4;60;12;2772;Area Majority / Influence, Hand Management, Push Your Luck, Set Collection, Worker Placement;Strategy Games
2019;1;4;90;14;2502;Card Drafting, Contracts, Dice Rolling, Drafting, End Game Bonuses, Grid Coverage, Movement Points, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Track Movement, Turn Order: Stat-Based, Variable Player Powers;Strategy Games
2013;2;4;30;8;6434;Cooperative Game, Dice Rolling, Pick-up and Deliver, Roll / Spin and Move;Children's Games, Family Games
2018;2;4;90;14;2069;Area Majority / Influence, Hand Management, Hexagon Grid, Hidden Victory Points, Highest-Lowest Scoring, Set Collection, Tile Placement;Strategy Games
2012;2;4;45;10;6428;Auction/Bidding, Hand Management;Strategy Games
2017;1;4;60;14;4695;Area Majority / Influence, Hand Management, Network and Route Building, Simulation, Take That, Tile Placement, Worker Placement;Strategy Games
2013;2;4;30;14;8103;Dice Rolling, Pattern Building, Set Collection;Family Games
2014;2;4;60;10;7964;Action Queue, Enclosure, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection;Family Games, Strategy Games
1991;2;2;20;8;9156;I Cut You Choose, Pattern Building, Pattern Recognition;Abstract Games
2004;2;4;60;10;5813;Action Points, Area Majority / Influence, Pick-up and Deliver, Point to Point Movement, Set Collection;Strategy Games
2016;3;5;60;16;6962;Cooperative Game;Family Games
2012;1;4;360;12;3132;Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
2010;2;2;120;12;2206;Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation, Simultaneous Action Selection;Wargames
2014;2;4;45;12;3674;Deck Bag and Pool Building, Hand Management, Network and Route Building;Strategy Games
2009;1;5;45;10;2875;Auction/Bidding, Solo / Solitaire Game, Tile Placement, Variable Player Powers;Strategy Games
1996;2;2;120;10;21954;Card Drafting, Dice Rolling, Hand Management, Trading;Strategy Games
2007;2;5;75;12;3338;Rondel, Set Collection;Strategy Games
2016;2;5;20;10;4546;Card Drafting, Push Your Luck, Set Collection;Family Games
2011;3;5;60;12;2668;Area Majority / Influence, Auction/Bidding, Auction: Once Around, Pattern Building, Tile Placement;Strategy Games
2015;1;1;30;12;3368;Deck Bag and Pool Building, Push Your Luck, Solo / Solitaire Game;Strategy Games
2015;2;5;100;14;4174;Action Points, Hand Management, Highest-Lowest Scoring, Worker Placement;Strategy Games
2017;2;4;90;13;3668;Tile Placement, Turn Order: Claim Action, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types;Strategy Games
2019;2;2;90;14;3281;Dice Rolling, Grid Movement, Modular Board, Variable Player Powers;Thematic Games
2020;1;4;140;12;2277;Advantage Token, Automatic Resource Growth, Contracts, End Game Bonuses, Hand Management, Income, Increase Value of Unchosen Resources, Modular Board, Solo / Solitaire Game, Turn Order: Claim Action, Worker Placement;Strategy Games
2009;1;4;120;12;2508;Action Points, Dice Rolling, Hexagon Grid, Modular Board, Simulation;Wargames
2014;3;3;165;14;2106;Area Majority / Influence, Auction/Bidding, Card Drafting, Catch the Leader, Hand Management, Team-Based Game, Variable Player Powers, Worker Placement, Different Worker Types;Strategy Games
2013;2;5;35;8;4863;Area Majority / Influence, Set Collection, Tile Placement;Family Games
2004;2;5;30;10;12226;Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection;Family Games, Strategy Games
2017;1;6;999;14;5319;Cooperative Game, Narrative Choice / Paragraph, Role Playing, Storytelling;Thematic Games
2015;2;5;75;13;5851;Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Variable Player Powers;Strategy Games, Thematic Games
2008;5;68;90;8;6515;Hidden Roles, Player Elimination, Role Playing, Roles with Asymmetric Information, Team-Based Game, Traitor Game, Voting;Party Games
2018;1;6;100;13;2586;Cooperative Game, Dice Rolling, Push Your Luck, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers;Thematic Games
2017;2;4;75;14;4282;Area Majority / Influence, Roll / Spin and Move, Rondel, Set Collection, Worker Placement;Strategy Games
2018;2;4;120;12;3454;Drafting, Square Grid, Tile Placement, Variable Player Powers;Strategy Games
2008;2;5;180;14;5238;Auction/Bidding, Commodity Speculation, Market, Trading;Strategy Games
1997;2;5;60;8;8505;Betting and Bluffing, Hand Management;Family Games, Strategy Games
2013;2;6;30;8;9486;Bingo, Card Drafting, Push Your Luck, Set Collection;Family Games
2012;2;4;30;10;40930;Dice Rolling, Random Production;Family Games
2005;2;5;90;10;4000;Card Drafting, Enclosure, Network and Route Building, Tile Placement;Strategy Games
2012;1;1;90;12;2776;Area Movement, Hand Management, Hexagon Grid, Simulation, Solo / Solitaire Game;Wargames
1996;2;2;60;9;4739;Grid Movement, Pattern Building;Abstract Games
2015;3;6;240;13;3879;Area Majority / Influence, Dice Rolling, Team-Based Game, Trading, Voting;Strategy Games
2005;3;5;60;10;3639;Action Retrieval, Area Majority / Influence, Area Movement, Hand Management, Simultaneous Action Selection, Take That, Turn Order: Role Order;Strategy Games
2006;3;5;60;10;7679;Auction/Bidding, Card Drafting, Dice Rolling, Enclosure, Grid Coverage, Hand Management, Player Elimination, Set Collection;Family Games, Strategy Games
2002;2;5;90;8;3481;Auction/Bidding, Modular Board, Set Collection, Tile Placement, Worker Placement;Strategy Games
2015;2;4;60;8;9156;Area Majority / Influence, Card Drafting, Once-Per-Game Abilities, Tile Placement;Family Games
2017;2;4;120;12;3422;Area Majority / Influence, Trading, Worker Placement;Strategy Games
2014;2;4;90;12;2896;Action Points, Area Majority / Influence, Card Drafting, Modular Board, Square Grid, Tile Placement;Strategy Games
2008;2;8;120;12;6434;Area Movement, Cooperative Game, Dice Rolling, Roll / Spin and Move, Variable Player Powers;Thematic Games
2019;2;4;120;14;4089;Card Drafting, Dice Rolling, Follow, Set Collection, Worker Placement;Strategy Games
2008;2;4;120;12;10146;Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers;Customizable Games, Strategy Games
2011;2;4;75;10;4506;Commodity Speculation, Dice Rolling, Memory, Modular Board, Pick-up and Deliver, Point to Point Movement, Worker Placement;Family Games, Strategy Games
2006;2;4;60;10;4347;Area Majority / Influence, Set Collection, Stock Holding, Tile Placement;Strategy Games
2020;2;4;120;14;1817;Action Drafting, Events, Point to Point Movement, Tech Trees / Tech Tracks, Worker Placement;Strategy Games
2016;1;4;60;12;4526;Action Points, Area Majority / Influence, Grid Movement, Modular Board, Pick-up and Deliver, Set Collection, Tile Placement, Variable Player Powers;Strategy Games
2016;1;4;360;14;3680;Area Majority / Influence, Dice Rolling, Simulation, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers;Wargames
